id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,target
57809,0,0,2,0,0,0,0,0,7,0,1,5,1,0,0,0,0,0,0,64,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,2,0,0,0,8,0,1,0,2,0,0,4,2,2,0,1,0,0,0,6,2,2,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,2,0,0,Class_8
48858,0,0,5,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,7,0,0,7,0,0,0,0,1,0,0,0,1,1,1,0,1,0,7,0,0,0,0,4,0,0,2,1,0,0,3,1,0,Class_2
174258,0,0,1,0,0,0,2,0,0,0,1,0,1,0,4,0,11,0,0,1,0,0,4,0,0,0,2,0,0,1,2,1,0,0,0,2,0,1,0,1,1,4,0,16,1,0,8,0,0,0,4,5,0,1,8,0,6,0,0,0,1,2,2,2,0,4,0,1,0,1,4,0,0,0,0,Class_6
96062,0,4,0,6,0,3,0,0,2,0,5,0,1,7,0,0,0,0,1,15,6,3,1,0,0,8,0,0,0,0,0,5,1,0,1,0,0,2,1,2,0,0,0,10,1,2,1,0,2,0,4,0,0,4,5,3,2,0,2,0,0,0,0,1,1,4,0,6,1,2,1,2,1,0,0,Class_8
64955,0,9,0,1,1,0,0,0,0,0,0,0,6,2,0,1,0,0,1,2,3,0,0,0,0,0,2,4,1,0,0,0,0,0,2,0,0,0,4,0,3,0,0,10,0,0,0,0,21,0,1,0,1,2,8,37,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,Class_6
47411,0,0,0,0,0,5,1,0,0,1,0,0,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Class_7
99973,0,0,1,1,2,0,0,0,3,10,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Class_6
164184,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,3,4,0,0,6,1,0,0,2,0,1,0,0,1,1,0,0,0,1,0,4,1,1,0,1,0,0,2,0,4,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,3,0,0,2,0,0,3,0,0,Class_6
67123,2,1,1,1,0,0,0,0,9,1,0,0,5,0,2,0,0,1,1,0,0,1,8,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,1,0,0,8,0,0,0,0,1,2,0,0,2,2,2,0,0,0,1,0,1,0,0,0,0,3,4,0,0,0,0,0,2,0,0,Class_6
121276,0,1,2,0,21,4,1,0,21,0,0,3,6,1,3,0,1,0,6,3,2,1,0,0,3,0,0,1,0,2,0,7,0,10,0,0,0,5,0,9,0,1,2,1,0,1,0,2,1,0,3,0,0,2,1,0,1,1,1,1,2,0,48,1,0,2,0,27,0,1,3,0,0,0,0,Class_9
62472,0,0,5,5,0,0,0,0,0,4,0,19,1,4,1,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,2,1,0,0,0,2,0,1,0,0,0,6,0,0,0,0,1,0,0,0,1,2,8,0,6,0,0,4,3,0,0,1,2,1,0,1,0,1,0,0,0,2,1,Class_7
82330,0,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,3,0,1,0,0,2,0,0,3,1,4,1,0,0,6,0,Class_9
178732,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,56,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
65743,0,0,6,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_8
83393,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,4,0,0,4,1,0,0,0,7,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,1,0,2,0,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,32,1,0,0,0,Class_2
198225,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,2,1,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,7,1,1,1,0,0,0,2,0,0,1,0,0,0,Class_8
6525,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Class_2
11333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,Class_2
75726,0,0,0,0,0,0,0,1,11,0,2,0,4,0,0,0,1,0,0,18,2,0,0,0,1,4,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,1,0,4,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,Class_6
1566,0,0,3,31,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,2,0,1,1,0,0,2,0,0,2,0,0,0,6,1,2,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1,0,6,3,Class_8
116673,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_9
168398,1,2,10,30,2,1,0,2,11,2,1,0,1,1,1,0,9,0,7,5,0,0,1,2,0,1,2,0,5,0,0,5,0,2,0,1,0,2,4,5,1,0,2,6,2,0,1,0,1,0,1,2,2,1,7,1,0,2,0,0,0,0,0,9,0,1,0,1,0,0,4,0,2,0,0,Class_6
33902,0,0,1,0,2,0,0,0,6,35,2,0,2,1,0,4,3,1,1,3,0,0,0,0,6,4,0,2,0,1,0,0,75,0,1,3,0,1,0,2,0,1,2,3,0,6,0,0,0,0,3,0,0,4,0,9,5,0,1,5,2,3,19,0,3,0,0,6,0,0,1,0,1,8,0,Class_1
104177,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,7,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Class_7
121507,0,0,0,1,0,1,0,1,1,0,3,1,1,1,0,0,0,1,1,2,10,0,0,1,0,2,0,0,0,0,2,3,3,1,0,0,1,0,2,0,0,1,0,23,0,0,10,0,1,0,0,0,2,0,12,0,6,0,2,0,0,1,0,1,0,3,0,0,0,2,0,0,0,15,5,Class_6
61108,1,4,4,2,0,0,0,0,0,1,6,0,0,0,0,1,2,0,5,7,0,6,0,1,0,0,0,1,0,7,0,0,0,2,0,3,0,0,8,0,0,0,1,23,6,1,1,0,0,6,7,0,0,0,5,5,5,0,1,0,0,0,0,71,0,0,0,6,0,3,1,1,1,26,0,Class_9
25621,0,0,6,1,0,0,0,0,0,0,4,0,6,0,5,0,0,0,1,9,1,0,6,0,0,7,0,1,4,0,0,2,0,0,1,0,0,4,1,1,0,0,0,26,2,0,5,0,0,0,2,4,2,0,8,10,0,0,4,113,1,1,0,41,1,2,0,0,0,0,0,0,2,0,0,Class_9
156739,0,0,50,2,1,0,2,2,2,0,1,0,3,1,1,0,27,0,3,28,0,9,0,1,4,7,0,0,2,0,0,2,3,0,7,4,0,2,1,4,7,0,1,4,0,0,1,0,1,0,1,14,0,1,13,0,8,0,0,2,3,1,37,2,1,0,0,0,0,61,2,0,8,72,2,Class_7
128808,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
50049,1,0,1,1,0,1,1,2,13,1,0,0,0,3,2,0,1,0,3,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,6,0,1,1,0,0,0,1,0,0,8,12,0,5,0,1,0,0,1,0,0,2,4,0,1,0,0,0,0,0,0,0,Class_8
123715,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,0,0,0,5,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,Class_3
97672,7,3,0,3,0,1,0,1,0,3,2,0,1,2,0,0,0,0,0,28,3,1,0,0,4,3,3,0,1,3,1,1,1,0,2,3,1,1,0,4,0,1,5,2,1,4,6,1,11,0,4,3,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,51,0,Class_8
160655,0,3,0,0,15,0,0,2,1,0,5,0,16,0,0,0,8,0,0,1,0,1,0,0,1,8,0,0,3,56,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,2,11,1,4,0,2,0,64,0,0,0,0,0,3,0,1,0,0,6,2,6,0,6,0,0,2,1,0,Class_8
128972,12,0,0,0,0,3,0,0,1,0,0,1,11,1,2,0,0,1,2,1,3,1,0,0,0,0,1,2,2,2,0,1,0,0,0,0,0,1,0,1,2,1,4,0,0,0,0,0,2,0,0,5,0,3,0,0,0,6,0,0,0,0,6,0,0,5,0,0,0,1,0,0,0,0,0,Class_1
176569,1,0,0,0,0,2,3,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,2,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,25,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,Class_3
183666,0,0,0,0,0,0,2,0,0,0,4,11,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Class_8
668,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_5
18015,5,0,25,2,0,0,0,0,8,5,0,0,4,0,2,2,0,9,0,19,3,26,5,2,0,52,0,0,3,2,0,2,2,9,1,1,0,1,33,13,0,3,0,9,0,7,0,0,1,0,3,37,0,3,13,1,2,0,2,7,1,0,41,0,0,0,0,38,0,0,3,3,0,1,0,Class_8
129786,1,0,0,2,1,1,0,0,0,3,0,0,1,0,0,0,0,2,1,3,1,2,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0,0,2,0,2,1,0,1,0,1,Class_6
28793,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Class_4
169253,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,5,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,0,3,0,0,0,Class_2
41502,1,1,1,1,1,0,0,0,12,0,1,0,5,1,2,0,3,0,3,38,0,2,0,6,2,6,0,1,2,1,1,1,1,0,1,2,0,2,1,4,0,0,3,16,1,1,0,0,13,0,1,0,1,3,29,3,0,1,2,2,0,1,5,0,0,1,0,2,0,0,1,0,5,1,2,Class_8
162985,0,0,4,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,28,2,0,0,1,0,3,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,4,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,6,0,9,5,Class_8
73757,0,1,0,0,0,0,0,0,1,0,1,0,5,0,0,0,1,0,0,4,0,1,0,0,2,7,0,0,0,0,0,3,0,0,1,0,1,0,0,3,0,0,0,6,0,0,5,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,1,0,19,0,1,0,Class_8
72065,0,2,0,3,0,0,2,0,1,0,0,0,0,1,1,1,1,4,0,3,3,0,0,1,1,7,0,2,3,1,2,10,0,0,0,6,20,1,1,0,1,0,2,7,0,2,1,0,2,0,0,35,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,1,47,0,0,Class_9
77348,3,2,2,1,0,1,0,0,0,1,0,0,4,0,0,0,1,0,2,8,27,0,0,4,1,0,0,0,2,1,2,6,0,2,0,1,0,0,1,0,0,1,11,1,2,1,26,0,3,0,2,2,0,4,22,1,4,1,0,0,7,77,0,1,2,0,1,0,0,2,0,0,0,0,4,Class_6
142000,0,0,1,5,0,0,0,0,2,2,0,0,1,0,2,0,0,0,3,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,Class_6
135873,0,0,1,3,2,0,0,0,0,0,0,0,4,1,4,0,1,0,2,1,1,1,0,1,1,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,2,0,1,5,2,0,0,0,2,0,0,1,0,1,2,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,Class_8
13640,0,0,0,0,0,4,1,0,0,1,1,0,0,0,0,1,0,0,0,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,14,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,Class_8
150980,1,0,7,0,6,1,0,0,0,2,7,0,0,2,3,0,2,0,3,3,1,0,0,2,2,3,1,1,1,1,5,3,4,6,1,3,0,3,0,9,17,30,2,12,3,19,0,0,0,0,6,0,0,0,7,2,0,3,2,2,3,1,15,0,2,2,0,0,1,1,1,1,2,1,1,Class_9
129565,2,0,1,0,0,1,0,5,5,10,0,13,3,1,1,0,9,0,6,0,7,1,50,0,1,0,0,1,9,3,5,6,0,10,1,5,0,3,0,6,0,3,0,4,2,1,2,0,1,0,0,22,0,2,2,2,3,1,0,10,0,0,5,0,1,16,0,0,0,1,1,8,3,0,1,Class_7
34454,0,3,1,2,0,3,0,1,0,1,0,0,1,1,2,0,24,0,3,8,0,0,0,0,1,3,0,0,1,1,4,4,0,0,0,2,0,1,0,0,0,5,0,14,1,0,0,0,1,0,2,2,1,2,2,1,13,1,2,9,3,0,0,0,0,5,0,3,0,0,1,0,0,0,0,Class_7
104276,0,0,0,3,1,3,2,0,0,0,0,0,8,0,0,0,0,0,1,1,1,6,0,1,0,2,0,0,0,0,2,0,2,2,1,1,1,0,6,6,0,0,0,29,4,3,0,0,0,1,1,0,0,2,7,0,1,3,0,0,0,1,0,7,2,0,0,0,0,1,2,0,1,1,0,Class_8
160705,0,0,0,4,0,1,4,0,0,11,1,0,1,0,1,1,5,0,3,0,0,2,0,4,1,0,0,2,1,2,3,0,0,0,0,6,2,9,0,0,0,0,0,0,2,3,0,1,1,4,2,0,3,2,7,0,0,0,0,1,1,2,3,0,0,1,0,0,0,0,0,0,3,0,0,Class_4
162836,0,0,1,0,0,0,0,2,0,0,1,0,6,0,0,0,0,2,13,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,0,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,Class_1
48836,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Class_6
171179,0,0,1,5,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,6,3,1,0,1,3,0,0,1,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,Class_6
185826,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,1,2,0,0,0,0,5,0,0,2,1,0,3,2,0,Class_2
73664,0,0,0,1,0,4,2,0,0,1,4,0,0,1,0,2,0,1,1,0,0,0,5,0,0,1,17,0,1,0,4,1,0,2,1,8,0,0,1,46,0,6,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,2,0,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,Class_1
166641,0,9,0,5,4,1,0,0,1,0,0,28,18,0,1,2,0,0,0,4,1,0,0,4,0,2,0,1,2,5,0,15,2,6,1,0,0,2,0,6,10,0,0,0,0,2,1,0,1,0,1,0,3,0,41,1,6,0,0,7,0,2,2,2,6,0,2,23,0,1,0,0,2,4,0,Class_7
74372,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_9
181053,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,Class_9
797,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,Class_3
45062,0,0,0,4,0,2,0,0,6,2,0,4,1,0,2,86,0,0,5,12,2,0,0,0,0,1,1,1,0,0,1,0,0,0,7,1,0,12,0,2,0,0,0,2,3,0,5,1,0,0,7,0,0,2,1,0,0,0,0,0,7,0,0,0,0,0,2,0,0,1,0,1,1,0,0,Class_9
109801,4,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,5,1,0,6,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,2,0,1,4,1,0,0,0,0,1,2,0,4,0,0,0,Class_2
157569,0,0,4,3,0,1,0,0,1,1,0,0,4,0,0,1,8,0,0,1,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,6,0,2,0,0,0,1,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,0,Class_6
88941,6,0,5,8,0,4,0,2,11,3,0,0,3,0,5,1,3,0,4,34,0,0,0,3,2,1,0,1,2,9,1,8,0,0,0,1,0,1,1,5,2,0,0,4,0,5,0,0,1,0,6,5,0,2,10,4,0,5,0,2,1,2,1,1,4,3,0,22,1,0,1,0,4,40,3,Class_1
60725,1,0,0,1,0,1,0,0,0,0,1,0,3,1,2,0,0,0,2,0,1,4,0,1,1,3,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,2,1,0,2,1,0,0,3,41,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,11,0,0,Class_8
78166,1,2,5,2,2,0,0,2,9,0,1,0,3,4,4,0,0,0,12,7,0,1,5,1,0,1,2,0,1,2,0,2,1,0,0,0,0,2,6,0,2,0,1,4,2,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,1,2,1,2,0,0,1,0,0,3,0,0,5,1,0,Class_6
181478,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Class_6
12142,0,0,1,1,0,8,0,0,1,1,0,0,5,0,9,0,4,0,7,2,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,Class_6
158656,0,7,2,4,0,0,0,0,4,0,0,0,5,1,2,0,0,0,3,3,0,1,6,0,0,0,0,0,2,2,0,2,0,0,0,1,0,0,2,0,1,0,0,4,2,1,0,2,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,6,21,0,0,0,0,0,0,3,0,0,Class_6
137497,0,0,0,1,0,0,4,0,8,0,0,0,5,0,6,0,0,0,2,5,0,1,3,2,0,0,0,0,0,1,0,1,0,0,0,1,0,6,0,0,2,0,0,2,1,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Class_1
58361,0,0,14,9,2,0,0,6,1,3,0,0,1,8,0,1,2,0,0,0,1,0,0,4,1,0,4,0,3,1,0,9,4,0,0,3,3,2,0,0,1,0,0,1,1,1,0,1,0,1,5,5,1,0,0,0,0,0,0,0,1,0,2,2,0,2,0,1,3,0,40,0,2,0,0,Class_8
97963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Class_3
179809,0,2,3,34,0,0,1,5,1,1,1,0,0,2,1,0,2,0,4,0,3,0,0,2,64,0,0,0,0,3,2,39,0,3,0,0,0,1,1,6,0,1,1,16,0,0,0,0,1,2,0,1,0,0,0,0,7,0,1,0,10,0,3,0,14,4,2,1,0,2,0,3,1,15,0,Class_6
192655,0,2,0,13,1,0,0,1,7,2,1,1,15,4,7,4,0,0,2,21,5,6,10,0,0,3,2,0,4,45,1,6,6,0,1,1,0,8,0,1,1,0,0,2,2,0,0,0,3,0,6,2,1,3,5,0,3,0,2,2,0,5,4,1,0,2,0,1,0,13,2,1,2,2,0,Class_4
120864,48,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,3,0,3,2,5,0,0,0,0,0,1,0,0,37,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,2,0,0,0,68,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,Class_8
137139,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Class_8
153636,0,0,2,0,0,0,1,0,0,4,0,0,3,22,1,2,0,0,5,0,5,0,0,0,12,0,0,1,2,2,0,5,0,0,1,2,0,2,2,2,2,0,0,2,8,0,1,0,40,1,5,2,2,1,0,2,0,0,0,4,1,1,5,28,0,0,0,0,0,8,28,1,7,0,0,Class_6
88886,0,0,0,0,0,1,0,0,9,2,2,0,4,0,0,0,1,3,1,3,0,0,0,1,3,0,1,0,1,2,0,1,0,0,2,0,1,4,0,9,0,0,0,10,0,0,2,0,0,0,0,0,1,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,Class_2
152819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Class_2
84348,0,2,0,2,1,0,0,0,1,3,1,0,5,3,6,0,0,0,2,4,0,1,0,1,1,0,0,0,4,0,0,1,0,0,1,3,0,3,0,0,0,1,0,16,0,0,0,0,1,3,2,0,1,1,3,0,2,0,0,2,1,1,4,1,0,0,0,3,0,0,2,0,1,0,0,Class_8
23136,1,0,0,5,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,5,0,1,0,0,0,2,0,0,0,0,2,4,0,0,1,0,0,0,0,1,1,3,0,3,2,1,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,Class_6
81971,0,0,6,2,0,1,1,2,0,1,0,0,4,0,1,0,0,0,6,0,2,0,0,0,0,0,0,0,1,6,1,0,0,0,1,3,1,1,0,2,0,0,0,1,1,9,4,2,1,0,1,0,0,0,8,0,2,1,0,1,2,0,1,0,0,0,1,0,2,0,8,0,3,3,0,Class_5
145480,0,0,0,0,0,0,0,0,0,0,0,3,0,2,5,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,Class_6
